,EFA US Equity,SPY US Equity,EEM US Equity,DBC US Equity,IYR US Equity,LQD US Equity,SHY US Equity
6/16/2016,55.905,208.37,33.18,14.92,79.73,121.12,85.13
6/17/2016,56.46,206.52,33.27,15.27,79.61,120.76,85.14
6/20/2016,57.86,207.85,33.86,15.41,79.76,120.61,85.09
6/21/2016,58.33,208.44,34.12,15.29,79.37,120.5,85.03
6/22/2016,57.12,208.1,33.94,15.2,79.33,120.72,85.06
6/23/2016,58.7,210.81,34.76,15.32,79.86,120.6,85.03
6/24/2016,53.66,203.13,32.64,15.01,78.83,121.17,85.2
6/27/2016,52.63,199.6,32.23,14.98,78.74,121.68,85.28
6/28/2016,54.01,203.1997,33.18,15.22,80.45,122.35,85.31
6/29/2016,55,206.66,34.02,15.44,81.48,122.31,85.28
6/30/2016,55.82,209.475,34.36,15.35,82.39,122.735,85.32
7/1/2016,55.82,209.9208,34.69,15.54,82.33,123.05,85.3
7/4/2016,55.82,209.9208,34.69,15.54,82.33,123.05,85.3
7/5/2016,54.74,208.41,33.95,15.1,82.96,123.47,85.34
7/6/2016,54.64,209.66,33.86,15.16,82.66,123.69,85.3
7/7/2016,54.42,209.526,33.77,14.73,81.93,123.71,85.26
7/8/2016,55.25,212.65,34.5,14.88,83.14,124.4,85.26
7/11/2016,56.06,213.4,34.83,14.82,83.74,124.08,85.17
7/12/2016,56.82,214.95,35.32,15.1,83.84,123.38,85.14
7/13/2016,56.76,214.92,35.26,14.91,84.19,123.86,85.16
7/14/2016,57.25,216.12,35.77,14.97,83.57,123.56,85.11
7/15/2016,56.96,215.83,35.69,14.93,83.64,123.09,85.07
7/18/2016,57.1,216.4092,36.005,14.86,83.85,123.09,85.12
7/19/2016,56.65,216.19,35.64,14.77,84.23,123.31,85.13
7/20/2016,57.16,217.085,35.82,14.67,84.21,123.27,85.09
7/21/2016,56.93,216.265,35.705,14.59,84.33,123.41,85.15
7/22/2016,57.04,217.24,35.97,14.56,85.03,123.34,85.12
7/25/2016,56.97,216.65,35.61,14.4,84.95,123.27,85.06
7/26/2016,57.21,216.75,35.89,14.34,84.56,123.15,85.07
7/27/2016,57.42,216.52,36.01,14.2,83.96,123.66,85.13
7/28/2016,57.36,216.77,36.02,14.16,84.58,123.54,85.12
7/29/2016,58.035,217.12,36.205,14.28,85.4,123.99,85.23
8/1/2016,57.66,216.94,36.14,14.03,85.7,122.97,85.15
8/2/2016,57.37,215.5492,35.88,14.01,84.4,122.28,85.12
8/3/2016,57.17,216.18,36,14.24,84.04,122.44,85.13
8/4/2016,57.5,216.4097,36.2,14.3,83.84,122.96,85.19
8/5/2016,57.76,218.18,36.62,14.36,83.95,122.46,85.07
8/8/2016,57.88,218.05,36.88,14.44,84.03,122.54,85.04
8/9/2016,58.34,218.18,37.13,14.4,84.34,123.26,85.09
8/10/2016,58.54,217.64,37.14,14.23,84.23,123.61,85.13
8/11/2016,58.96,218.65,37.62,14.45,83.43,123.2,85.05
8/12/2016,58.81,218.46,37.48,14.56,83.66,123.76,85.11
8/15/2016,59.035,219.09,37.87,14.8,83.6,123.38,85.09
8/16/2016,58.95,217.96,37.7,14.92,82.62,123.16,85.06
8/17/2016,58.93,218.37,37.46,14.98,82.86,123.5,85.06
8/18/2016,59.23,218.86,37.81,15.17,82.62,123.8,85.12
8/19/2016,58.79,218.54,37.6,15.12,82.02,123.43,85.04
8/22/2016,58.85,218.53,37.1,14.98,82.44,123.85,85.05
8/23/2016,59.1,218.97,36.95,15.04,82.62,123.99,85.06
8/24/2016,58.96,217.85,37.05,14.86,82.22,123.91,85.04
8/25/2016,58.72,217.7,37.08,14.92,82.52,123.79,85.01
8/26/2016,58.37,217.29,36.76,14.87,81.75,123.4,84.93
8/29/2016,58.55,218.3608,37.04,14.81,82.52,124.1,84.98
8/30/2016,58.47,218,36.94,14.67,82.38,123.94,84.99
8/31/2016,58.35,217.38,36.53,14.39,82.54,123.89,84.98
9/1/2016,58.75,217.39,36.81,14.23,82.4,123.57,84.97
9/2/2016,59.43,218.37,37.41,14.39,83.06,123.35,84.97
9/5/2016,59.43,218.37,37.41,14.39,83.06,123.35,84.97
9/6/2016,59.83,219.0308,38.21,14.49,83.65,123.78,85.03
9/7/2016,59.86,219.01,38.09,14.62,84.13,123.61,85.03
9/8/2016,59.69,218.51,37.99,14.88,83.17,122.74,84.97
9/9/2016,58.53,213.28,36.71,14.65,79.86,121.82,84.94
9/12/2016,59.01,216.34,36.96,14.65,80.83,121.83,84.97
9/13/2016,57.82,213.23,36.03,14.46,78.86,121.43,84.94
9/14/2016,57.74,213.15,36.14,14.35,79.1,121.51,84.99
9/15/2016,58.24,215.28,36.76,14.42,79.46,121.59,85.06
9/16/2016,57.49,213.37,36.51,14.44,79.38,121.73,85.02
9/19/2016,57.79,213.41,36.8,14.43,80.13,121.69,85
9/20/2016,58.14,213.42,36.82,14.48,80,121.85,84.98
9/21/2016,59.16,215.82,37.85,14.66,80.92,122.47,85
9/22/2016,59.76,217.18,38.12,14.74,82.49,122.97,84.98
9/23/2016,59.26,215.99,37.63,14.57,82.7,122.88,85.03
9/26/2016,58.71,214.24,37.08,14.67,82.1,123.07,85.08
9/27/2016,58.99,215.57,37.61,14.53,81.46,123.37,85.09
9/28/2016,59.41,216.64,37.95,14.87,81.91,123.45,85.08
9/29/2016,58.67,214.68,37.29,14.96,81.03,123.4,85.11
9/30/2016,59.13,216.3,37.45,15.01,80.64,123.18,85.04
10/3/2016,58.97,215.78,37.71,15.14,79.18,122.51,84.98
10/4/2016,58.96,214.68,37.29,15.1,78.04,121.94,84.91
10/5/2016,59.2,215.63,37.83,15.19,76.53,121.81,84.86
10/6/2016,58.88,215.78,37.86,15.22,76.66,121.82,84.86
10/7/2016,58.58,215.04,37.69,15.18,76.55,122.11,84.89
10/10/2016,58.75,216.16,38.1,15.35,77,122.11,84.85
10/11/2016,57.92,213.43,37.22,15.26,76.23,121.73,84.84
10/12/2016,57.79,213.71,37.15,15.15,77.26,121.89,84.84
10/13/2016,57.57,213.01,36.82,15.25,77.69,122.19,84.87
10/14/2016,57.67,213.12,36.88,15.26,77.43,121.62,84.85
10/17/2016,57.5,212.38,36.84,15.28,77.53,122.02,84.92
10/18/2016,58.07,213.71,37.49,15.31,78.06,122.32,84.95
10/19/2016,58.23,214.28,37.72,15.41,78.39,122.48,84.95
10/20/2016,58.32,213.88,37.61,15.27,78.09,122.44,84.91
10/21/2016,58.19,213.98,37.6,15.33,77.99,122.51,84.93
10/24/2016,58.18,214.89,37.76,15.34,78.2,122.16,84.9
10/25/2016,58.14,214.17,37.8,15.27,78.05,122.07,84.9
10/26/2016,57.88,213.74,37.4,15.17,77.14,121.56,84.87
10/27/2016,57.81,213.17,37.08,15.26,75.37,121.01,84.89
10/28/2016,57.79,212.54,36.93,15.16,75.52,120.87,84.89
10/31/2016,57.82,212.55,37.14,14.96,76.64,120.98,84.95
11/1/2016,57.57,211.01,36.84,15.03,74.95,120.51,84.9
11/2/2016,57.18,209.74,36.4,14.85,73.99,120.69,84.95
11/3/2016,57.12,208.78,36.3,14.8,73.56,120.45,84.96
11/4/2016,56.57,208.55,35.93,14.7,73.95,120.81,84.99
11/7/2016,57.35,213.15,37.23,14.76,75.16,120.73,84.96
11/8/2016,57.51,214.11,37.47,14.74,75.62,120.46,84.87
11/9/2016,57.56,216.3792,36.26,14.81,74.2203,118.69,84.76
11/10/2016,57.4,216.92,35.22,14.69,72.87,118.59,84.73
11/11/2016,57.05,216.42,34.55,14.41,73.26,118.08,84.73
11/14/2016,56.74,216.59,34.3,14.38,74.5,117.47,84.6
11/15/2016,56.99,218.28,34.99,14.7,74.23,117.83,84.63
11/16/2016,56.39,217.87,34.7,14.52,74.07,118,84.62
11/17/2016,56.82,218.99,34.75,14.55,73.46,117.25,84.61
11/18/2016,56.2,218.5,34.59,14.67,73.68,116.59,84.56
11/21/2016,56.68,220.15,34.93,15.08,73.69,116.71,84.55
11/22/2016,56.82,220.58,35.46,15.06,74.95,117.01,84.53
11/23/2016,56.62,220.7,35.08,15.12,74.54,116.58,84.48
11/24/2016,56.62,220.7,35.08,15.12,74.54,116.58,84.48
11/25/2016,56.79,221.52,35.25,15.01,74.92,116.59,84.47
11/28/2016,56.49,220.48,35.39,15.06,75.18,117.12,84.52
11/29/2016,56.85,220.91,35.44,14.76,75.8,117.28,84.53
11/30/2016,56.79,220.38,35.5,15.21,74.85,116.84,84.5
12/1/2016,56.57,219.57,35.08,15.49,73.67,115.87,84.41
12/2/2016,56.71,219.68,35.12,15.6,74.45,116.4,84.5
12/5/2016,57.27,221,35.41,15.68,75.04,116.65,84.5
12/6/2016,57.66,221.7,35.6,15.61,75.52,116.64,84.48
12/7/2016,58.52,224.6,36.2,15.49,76.99,117.13,84.51
12/8/2016,58.47,225.15,36.36,15.52,77.38,116.65,84.5
12/9/2016,58.72,226.51,36.17,15.6,77.32,116.2,84.49
12/12/2016,58.46,226.25,35.93,15.7,77.8,116.09,84.46
12/13/2016,59.09,227.76,36.33,15.74,77.8,116.35,84.45
12/14/2016,58.22,225.88,35.25,15.59,76.36,115.61,84.29
12/15/2016,58.09,226.81,35.31,15.57,75.79,115.69,84.25
12/16/2016,58.13,225.04,35.15,15.64,76.8,115.6,84.29
12/19/2016,58.04,225.53,34.91,15.55,77.65,116.16,84.33
12/20/2016,58.24,226.4,35.03,15.62,77.79,116.09,84.34
12/21/2016,57.66,225.77,34.49,15.53,75.77,116.46,84.38
12/22/2016,57.53,225.38,34.08,15.51,75.63,116.15,84.34
12/23/2016,57.68,225.71,34.28,15.54,75.83,116.33,84.34
12/26/2016,57.68,225.71,34.28,15.54,75.83,116.33,84.34
12/27/2016,57.61,226.27,34.43,15.78,75.92,116.12,84.3
12/28/2016,57.39,224.4,34.69,15.79,75.47,116.55,84.33
12/29/2016,57.53,224.35,35.26,15.81,76.22,117,84.42
12/30/2016,57.73,223.53,35.01,15.84,76.94,117.18,84.45
1/2/2017,57.73,223.53,35.01,15.84,76.94,117.18,84.45
1/3/2017,58.09,225.24,35.43,15.65,77.25,117.28,84.38
1/4/2017,58.75,226.58,35.7,15.77,78.31,117.68,84.4
1/5/2017,59.25,226.4,36.09,15.85,78.58,118.31,84.46
1/6/2017,59.05,227.21,35.94,15.83,78.41,117.69,84.39
1/9/2017,58.96,226.46,35.91,15.59,77.89,117.92,84.46
1/10/2017,58.97,226.46,36.12,15.52,77.16,117.85,84.43
1/11/2017,59.28,227.1,36.55,15.69,76.83,118.03,84.47
1/12/2017,59.37,226.53,36.71,15.92,77.18,118.02,84.5
1/13/2017,59.59,227.05,36.68,15.89,77.1,117.78,84.46
1/16/2017,59.59,227.05,36.68,15.89,77.1,117.78,84.46
1/17/2017,59.37,226.25,36.66,15.88,77.62,118.29,84.52
1/18/2017,59.2,226.75,36.46,15.74,77.75,117.51,84.44
1/19/2017,59.05,225.91,36.35,15.69,76.94,117.11,84.41
1/20/2017,59.39,226.74,36.42,15.87,77.43,117.32,84.46
1/23/2017,59.54,226.15,36.96,15.87,78.02,117.86,84.54
1/24/2017,59.69,227.6,37.19,15.91,78.2,117.51,84.49
1/25/2017,60.31,229.57,37.6,15.81,77.78,117.06,84.47
1/26/2017,60.07,229.33,37.44,15.88,77.7,117.2,84.48
1/27/2017,59.97,228.97,37.47,15.75,76.97,117.34,84.52
1/30/2017,59.54,227.55,37.27,15.66,76.44,117.14,84.52
1/31/2017,59.63,227.53,37.34,15.75,77.04,117.35,84.54
2/1/2017,59.87,227.62,37.36,15.92,76.13,116.89,84.46
2/2/2017,59.9,227.77,37.52,15.92,76.98,116.92,84.49
2/3/2017,60.14,229.34,37.75,15.91,77.5,117.05,84.46
2/6/2017,59.71,228.93,37.66,15.81,77.24,117.42,84.55
2/7/2017,59.65,228.94,37.47,15.74,77.13,117.62,84.53
2/8/2017,59.75,229.24,37.7,15.8,77.69,118.03,84.61
2/9/2017,60,230.6,37.87,15.88,77.93,117.56,84.54
2/10/2017,60.14,231.51,38.22,16.05,78.53,117.53,84.53
2/13/2017,60.38,232.77,38.34,15.87,78.79,117.48,84.51
2/14/2017,60.29,233.7,38.38,15.89,78.35,117.2,84.45
2/15/2017,60.52,234.92,38.69,15.91,78.28,117.11,84.42
2/16/2017,60.66,234.72,38.55,15.81,78.65,117.44,84.46
2/17/2017,60.5,235.09,38.39,15.78,78.78,117.74,84.52
2/20/2017,60.5,235.09,38.39,15.78,78.78,117.74,84.52
2/21/2017,60.7,236.49,38.81,15.76,79.77,117.79,84.53
2/22/2017,60.7,236.28,38.93,15.68,79.57,117.88,84.55
2/23/2017,60.83,236.44,38.94,15.73,79.91,118.18,84.59
2/24/2017,60.39,236.74,38.48,15.7,80.31,118.78,84.63
2/27/2017,60.43,237.11,38.36,15.66,80.73,118.5,84.56
2/28/2017,60.34,236.47,37.99,15.72,80.41,118.58,84.52
3/1/2017,60.97,239.78,38.58,15.79,80.16,117.56,84.4
3/2/2017,60.57,238.27,37.9,15.54,79.83,117.38,84.31
3/3/2017,60.93,238.42,38.19,15.62,79.64,117.5,84.33
3/6/2017,60.74,237.71,38.21,15.6,79.27,117.29,84.35
3/7/2017,60.53,237,38.25,15.53,78.93,116.71,84.32
3/8/2017,60.31,236.56,37.89,15.18,77.72,116.35,84.25
3/9/2017,60.54,236.86,37.59,15.05,76.73,115.72,84.24
3/10/2017,61.05,237.69,38.01,14.91,76.54,116.01,84.29
3/13/2017,61.37,237.81,38.54,14.89,76.66,115.62,84.25
3/14/2017,60.9,236.9,38.32,14.83,76.59,115.72,84.24
3/15/2017,61.77,238.95,39.32,14.96,78,116.72,84.4
3/16/2017,62.07,238.48,39.56,14.94,77.87,116.55,84.34
3/17/2017,62.23,237.03,39.49,14.99,78.2,116.82,84.38
3/20/2017,62.1037,236.77,39.985,14.9817,78.17,117.1044,84.4259
3/21/2017,61.82,233.73,39.51,14.9,77.92,117.38,84.47
3/22/2017,61.83,234.28,39.7,14.89,77.96,117.68,84.49
3/23/2017,61.97,234.03,39.71,14.86,78.54,117.6,84.49
3/24/2017,62.14,233.86,39.81,14.91,77.74,117.72,84.49
3/27/2017,62.3,233.62,39.7,14.89,77.21,117.97,84.52
3/28/2017,62.6,235.32,39.81,14.98,77.55,117.72,84.48
3/29/2017,62.6,235.54,39.88,15.12,77.89,118.1,84.53
3/30/2017,62.38,236.29,39.67,15.18,78.12,117.79,84.51
3/31/2017,62.29,235.74,39.39,15.21,78.49,117.91,84.52
4/3/2017,62.2,235.33,39.61,15.15,78.56,118.12,84.54
4/4/2017,62.18,235.48,39.63,15.3,78.49,117.81,84.51
4/5/2017,61.85,234.78,39.51,15.33,78.51,117.96,84.51
4/6/2017,61.86,235.44,39.44,15.37,79.05,118.07,84.53
4/7/2017,61.82,235.2,39.37,15.41,79.14,117.78,84.42
4/10/2017,61.75,235.34,39.21,15.53,79.69,118,84.46
4/11/2017,62.04,235.06,39.12,15.56,80.13,118.55,84.54
4/12/2017,61.99,234.03,39.31,15.56,79.95,118.94,84.6
4/13/2017,61.59,232.51,39.14,15.61,79.79,119.14,84.64
4/14/2017,61.59,232.51,39.14,15.61,79.79,119.14,84.64
4/17/2017,61.97,234.57,39.55,15.52,80.79,118.91,84.63
4/18/2017,61.69,233.87,39.05,15.46,80.98,119.61,84.7
4/19/2017,61.44,233.44,38.81,15.19,80.85,119.25,84.66
4/20/2017,61.93,235.34,39.29,15.13,80.9,119.08,84.65
4/21/2017,61.97,234.59,39.29,14.98,80.58,119.08,84.69
4/24/2017,63.54,237.17,39.85,14.93,79.88,118.92,84.6
4/25/2017,63.99,238.55,40.2,15,80.11,118.45,84.52
4/26/2017,63.81,238.4,40.05,14.92,79.58,118.74,84.55
4/27/2017,63.87,238.6,40,14.84,79.67,118.85,84.58
4/28/2017,63.8,238.08,40.06,14.8,78.93,118.99,84.62
5/1/2017,64.06,238.68,40.29,14.83,79.41,118.3,84.5
5/2/2017,64.39,238.77,40.58,14.67,79.21,118.65,84.53
5/3/2017,64.26,238.48,40.31,14.61,78.26,118.59,84.47
5/4/2017,64.87,238.76,39.86,14.26,77.92,118.36,84.46
5/5/2017,65.59,239.7,40.19,14.46,78.67,118.4,84.49
5/8/2017,65.1,239.66,40.18,14.4,78.22,118.19,84.45
5/9/2017,64.94,239.44,40.69,14.33,77.8,118.21,84.41
5/10/2017,65.04,239.87,40.96,14.56,78.22,118.37,84.43
5/11/2017,64.88,239.38,41.05,14.62,77.8,118.43,84.44
5/12/2017,65.24,238.98,41.22,14.62,77.59,119.03,84.54
5/15/2017,65.57,240.3,41.64,14.7,77.87,119.02,84.53
5/16/2017,65.99,240.08,41.68,14.72,77.43,119.19,84.53
5/17/2017,65.24,235.82,40.97,14.82,77.84,119.92,84.62
5/18/2017,65.35,236.77,40.29,14.78,78.05,119.9,84.58
5/19/2017,66.11,238.31,41.15,15.07,78.51,119.97,84.6
5/22/2017,66.19,239.52,41.19,15.17,78.74,119.87,84.57
5/23/2017,66.2,240.05,41.23,15.12,78.92,119.5,84.54
5/24/2017,66.24,240.61,41.39,15.09,79.45,119.69,84.59
5/25/2017,66.24,241.76,41.59,14.76,79.62,119.74,84.59
5/26/2017,66.05,241.71,41.74,14.87,79.13,119.83,84.58
5/29/2017,66.05,241.71,41.74,14.87,79.13,119.83,84.58
5/30/2017,65.98,241.5,41.52,14.75,78.82,120.11,84.61
5/31/2017,66.06,241.44,41.2,14.59,78.84,120.25,84.62
6/1/2017,66.49,243.36,41.55,14.49,79.16,119.96,84.54
6/2/2017,67.22,244.17,41.76,14.42,79.94,120.52,84.6
6/5/2017,66.85,243.99,41.71,14.34,79.69,120.18,84.53
6/6/2017,66.66,243.21,41.73,14.44,79.29,120.53,84.56
6/7/2017,66.68,243.66,41.68,14.24,79.62,120.38,84.53
6/8/2017,66.56,243.78,41.93,14.24,79.49,120.17,84.51
6/9/2017,66.31,243.41,41.61,14.32,80,120.05,84.48
6/12/2017,66.06,243.36,41.39,14.19,80.53,120.08,84.47
6/13/2017,66.57,244.55,41.59,14.25,80.7,120.21,84.47
6/14/2017,66.52,244.24,41.58,14,80.96,121.03,84.51
6/15/2017,65.83,243.77,41.15,14.06,81.24,120.74,84.48
6/16/2017,66.39,242.64,41.22,14.12,81.19,120.84,84.52
6/19/2017,66.66,244.66,41.63,14.03,81.33,120.69,84.47
6/20/2017,65.07,243.01,40.98,13.89,81.06,120.96,84.48
6/21/2017,64.99,242.95,41.07,13.74,80.74,121.02,84.49
6/22/2017,64.98,242.84,41.28,13.76,80.9,121.12,84.5
6/23/2017,65.14,243.13,41.5,13.82,81.22,121.18,84.55
6/26/2017,65.25,243.29,41.9,13.85,81.74,121.4,84.55
6/27/2017,65.24,241.33,41.41,14.01,80.54,120.85,84.5
6/28/2017,65.81,243.49,41.73,14.1,80.65,120.98,84.54
6/29/2017,65.16,241.35,41.2,14.16,79.77,120.61,84.49
6/30/2017,65.2,241.8,41.39,14.45,79.77,120.51,84.49
7/3/2017,65.12,242.21,41.63,14.6,80.62,119.93,84.36
7/4/2017,65.12,242.21,41.63,14.6,80.62,119.93,84.36
7/5/2017,65.12,242.77,41.55,14.38,79.71,120.13,84.39
7/6/2017,64.83,240.55,41.05,14.39,78.32,119.82,84.41
7/7/2017,64.84,242.11,41.13,14.25,78.7,119.72,84.4
7/10/2017,65,242.37,41.52,14.31,78.12,119.92,84.44
7/11/2017,65.15,242.19,41.86,14.45,78.03,119.97,84.47
7/12/2017,65.67,244.01,42.67,14.38,79.01,120.5,84.51
7/13/2017,65.86,244.42,42.88,14.37,79.04,120.29,84.47
7/14/2017,66.32,245.56,43.42,14.53,79.84,120.57,84.51
7/17/2017,66.19,245.53,43.22,14.48,80.16,120.68,84.52
7/18/2017,66.25,245.66,43.35,14.54,79.96,121.2,84.54
7/19/2017,66.54,246.99,43.71,14.67,80.6,121.16,84.54
7/20/2017,66.81,247.1,43.66,14.65,80.28,121.27,84.54
7/21/2017,66.55,246.88,43.63,14.45,80.45,121.55,84.58
7/24/2017,66.37,246.82,43.76,14.48,80.24,121.41,84.55
7/25/2017,66.46,247.42,43.65,14.64,80.34,120.69,84.5
7/26/2017,66.87,247.43,44.01,14.78,80.77,121.09,84.56
7/27/2017,66.72,247.2,43.77,14.87,80.84,120.79,84.54
7/28/2017,66.79,246.91,43.75,14.95,80.67,121.11,84.59
7/31/2017,66.93,246.77,43.8,15.04,80.66,121.11,84.58
8/1/2017,67.3,247.32,43.93,14.87,81.02,121.23,84.54
8/2/2017,67.33,247.44,43.97,14.9,80.51,121.04,84.5
8/3/2017,67.37,246.96,43.79,14.79,80.23,121.21,84.53
8/4/2017,67.46,247.41,43.95,14.82,80.5,120.74,84.5
8/7/2017,67.49,247.87,44.25,14.85,80.56,120.77,84.53
8/8/2017,67.13,247.26,44.26,14.86,80.12,120.19,84.53
8/9/2017,67.02,247.25,43.86,14.96,79.98,120.31,84.52
8/10/2017,66.07,243.76,42.82,14.73,79.37,120.27,84.55
8/11/2017,65.95,244.12,42.92,14.78,78.99,120.49,84.66
8/14/2017,66.43,246.54,43.36,14.65,80.2,120.41,84.59
8/15/2017,66.38,246.51,43.41,14.58,79.97,120.27,84.55
8/16/2017,66.76,246.94,43.86,14.54,80.32,120.61,84.6
8/17/2017,66.01,243.09,43.3,14.58,79.77,120.73,84.62
8/18/2017,66.19,242.71,43.67,14.84,79.18,120.65,84.61
8/21/2017,66.17,242.9,43.83,14.66,79.89,120.82,84.63
8/22/2017,66.49,245.44,44.32,14.7,79.82,120.7,84.62
8/23/2017,66.5,244.56,44.53,14.83,80.48,121.16,84.7
8/24/2017,66.35,243.99,44.67,14.82,80.4,120.93,84.62
8/25/2017,66.75,244.56,44.93,14.79,80.78,121.21,84.65
8/28/2017,66.75,244.57,44.77,14.8,80.37,121.21,84.62
8/29/2017,66.48,244.85,44.69,14.8,80.25,121.3,84.66
8/30/2017,66.39,246.01,44.76,14.69,80.68,121.4,84.68
8/31/2017,66.9,247.49,44.83,15.1,81.2,121.61,84.68
9/1/2017,66.99,247.84,45.16,15.12,81.21,120.81,84.59
9/4/2017,66.99,247.84,45.16,15.12,81.21,120.81,84.59
9/5/2017,66.54,246.06,44.57,15.15,81.04,121.56,84.67
9/6/2017,66.95,246.9,44.86,15.3,81.2,121.13,84.66
9/7/2017,67.5,246.87,45.19,15.29,81.73,121.6,84.71
9/8/2017,67.51,246.58,44.89,15.12,81.68,121.24,84.69
9/11/2017,68.04,249.21,45.49,15.15,82.37,120.87,84.61
9/12/2017,68.25,250.05,45.44,15.19,81.54,120.74,84.57
9/13/2017,67.88,250.17,45.2,15.26,81.24,120.62,84.55
9/14/2017,68,250.09,45.32,15.27,81.74,120.92,84.56
9/15/2017,68.06,249.19,45.59,15.34,82.08,121.02,84.55
9/18/2017,68.15,249.72,45.75,15.32,81.64,120.9,84.5
9/19/2017,68.47,249.97,45.85,15.29,81.01,120.97,84.51
9/20/2017,68.47,249.97,45.85,15.29,81.01,120.97,84.51
